,Año,CO2 (kt),CO2 per cápita (toneladas métricas),hash
8698,1974,"21.969,00",9.852451789,86818
8699,1975,"24.543,23",10.847357465,86818
8700,1976,"30.036,40",13.097456504,86818
8701,1977,"28.309,24",12.174446308,86818
8702,1978,"33.164,35",14.090902447,86818
8703,1979,"36.123,62",15.155702538,86818
8704,1980,"31.433,52",13.02164051,86818
8705,1981,"26.849,77",10.600680265,86818
8706,1982,"29.750,37",11.241546651,86818
8707,1983,"34.997,85",13.053730594,86818
8708,1984,"33.402,70",12.22547627,86818
8709,1985,"33.417,37",12.214143351,86818
8710,1986,"35.027,18",12.814637446,86818
8711,1987,"32.599,63",11.748507724,86818
8712,1988,"36.105,28",12.685843967,86818
8713,1989,"41.888,14",14.291898976,86818
8714,1990,"46.941,27",15.405065156,86818
8715,1991,"47.425,31",15.12729041,86818
8716,1992,"50.267,24",15.559249425,86818
8717,1993,"54.627,30",16.486427375,86818
8718,1994,"65.367,94",19.118755279,86818
8719,1995,"47.109,95",13.366397731,86818
8720,1996,"55.305,69",15.066781195,86818
8721,1997,"69.240,29",18.240147754,86818
8722,1998,"57.293,21",14.588770204,86818
8723,1999,"50.069,22",12.647820522,86818
8724,2000,"49.005,79",12.166624337,86818
8725,2001,"49.541,17",11.97221516,86818
8726,2002,"47.230,96",11.310231205,86818
8727,2003,"31.132,83",7.566013727,86818
8728,2004,"28.474,26",6.833825574,86818
8729,2005,"30.359,09",7.116921432,86818
8730,2006,"30.799,13",6.997632098,86818
8731,2007,"18.195,65",3.965405127,86818
8732,2008,"23.846,50",4.927577946,86818
8733,2009,"23.831,83",4.778242444,86818
8734,2010,"13.479,89",2.655230176,86818
8735,2011,"22.394,37",4.320161437,86818
8736,1960,"11,001",0.093332428,109985
8737,1961,"14,668",0.120820738,109985
8738,1962,"14,668",0.1172802,109985
8739,1963,"14,668",0.113826312,109985
8740,1964,"18,335",0.138078276,109985
8741,1965,"25,669",0.187574444,109985
8742,1966,"25,669",0.182014791,109985
8743,1967,"33,003",0.227052575,109985
8744,1968,"36,67",0.24458733,109985
8745,1969,"36,67",0.236770061,109985
8746,1970,"40,337",0.251646994,109985
8747,1971,"47,671",0.286804962,109985
8748,1972,"55,005",0.318686667,109985
8749,1973,"66,006",0.368020786,109985
8750,1974,"66,006",0.354227264,109985
8751,1975,"58,672",0.303297544,109985
8752,1976,"62,339",0.310697661,109985
8753,1977,"80,674",0.387963951,109985
8754,1978,"62,339",0.289473562,109985
8755,1979,"110,01",0.493528633,109985
8756,1980,"102,676",0.445228824,109985
8757,1981,"135,679",0.568913321,109985
8758,1982,"121,011",0.490912853,109985
8759,1983,"143,013",0.561712005,109985
8760,1984,"143,013",0.544357279,109985
8761,1985,"150,347",0.555177265,109985
8762,1986,"154,014",0.552326374,109985
8763,1987,"161,348",0.56244684,109985
8764,1988,"157,681",0.534580726,109985
8765,1989,"161,348",0.532048619,109985
8766,1990,"161,348",0.51739143,109985
8767,1991,"161,348",0.50301156,109985
8768,1992,"161,348",0.48895704,109985
8769,1993,"157,681",0.464464344,109985
8770,1994,"154,014",0.440984968,109985
8771,1995,"161,348",0.449142068,109985
8772,1996,"161,348",0.436739047,109985
8773,1997,"161,348",0.424757607,109985
8774,1998,"161,348",0.413194738,109985
8775,1999,"165,015",0.411181629,109985
8776,2000,"165,015",0.400195472,109985
8777,2001,"172,349",0.40692977,109985
8778,2002,"172,349",0.396302079,109985
8779,2003,"179,683",0.402558967,109985
8780,2004,"179,683",0.392457207,109985
8781,2005,"179,683",0.382869599,109985
8782,2006,"179,683",0.373782025,109985
8783,2007,"190,684",0.387510034,109985
8784,2008,"190,684",0.378784688,109985
8785,2009,"194,351",0.377551397,109985
8786,2010,"198,018",0.376333439,109985
8787,2011,"198,018",0.368304169,109985
8788,1960,"715,065",0.327755728,65648
8789,1961,"289,693",0.131072782,65648
8790,1962,"326,363",0.145725026,65648
8791,1963,"370,367",0.163165175,65648
8792,1964,"304,361",0.132272037,65648
8793,1965,"282,359",0.121028342,65648
8794,1966,"300,694",0.127100293,65648
8795,1967,"253,023",0.10544088,65648
8796,1968,"385,035",0.158112465,65648
8797,1969,"1.107,43",0.447780071,65648
8798,1970,"872,746",0.347133486,65648
8799,1971,"803,073",0.313897189,65648
8800,1972,"678,395",0.260336698,65648
8801,1973,"539,049",0.202926163,65648
8802,1974,"520,714",0.192159782,65648
8803,1975,"524,381",0.189586878,65648
8804,1976,"451,041",0.159670309,65648
8805,1977,"513,38",0.177848942,65648
8806,1978,"711,398",0.241070064,65648
8807,1979,"678,395",0.22480755,65648
8808,1980,"608,722",0.197226807,65648
8809,1981,"693,063",0.219645696,65648
8810,1982,"553,717",0.171730019,65648
8811,1983,"689,396",0.20912778,65648
8812,1984,"616,056",0.182460991,65648
8813,1985,"663,727",0.191494107,65648
8814,1986,"674,728",0.189046993,65648
8815,1987,"498,712",0.135447977,65648
8816,1988,"458,375",0.120908881,65648
8817,1989,"374,034",0.096444985,65648
8818,1990,"388,702",0.098875969,65648
8819,1991,"469,376",0.118952867,65648
8820,1992,"293,36",0.074661851,65648
8821,1993,"289,693",0.074396792,65648
8822,1994,"348,365",0.090283704,65648
8823,1995,"352,032",0.091727385,65648
8824,1996,"385,035",0.100451259,65648
8825,1997,"392,369",0.102087123,65648
8826,1998,"366,7",0.09454747,65648
8827,1999,"352,032",0.089149109,65648
8828,2000,"425,372",0.104753135,65648
8829,2001,"568,385",0.134682069,65648
8830,2002,"608,722",0.137652827,65648
8831,2003,"652,726",0.140440618,65648
8832,2004,"641,725",0.131758412,65648
8833,2005,"546,383",0.107740841,65648
8834,2006,"733,4",0.139876038,65648
8835,2007,"641,725",0.119033972,65648
8836,2008,"663,727",0.120200375,65648
8837,2009,"652,726",0.115584129,65648
8838,2010,"726,066",0.12570608,65648
8839,2011,"898,415",0.152044168,65648
8840,1960,"619,723",0.224301883,71931
8841,1961,"583,053",0.20506597,71931
8842,1962,"649,059",0.22168368,71931
8843,1963,"1.125,77",0.373279817,71931
8844,1964,"1.232,11",0.396663947,71931
8845,1965,"1.041,43",0.325663529,71931
8846,1966,"1.305,45",0.396746046,71931
8847,1967,"1.158,77",0.342459705,71931
8848,1968,"1.261,45",0.362724581,71931
8849,1969,"1.191,78",0.333581327,71931
8850,1970,"1.430,13",0.389830758,71931
8851,1971,"1.510,80",0.401249106,71931
8852,1972,"1.679,49",0.434859813,71931
8853,1973,"1.969,18",0.497441277,71931
8854,1974,"1.972,85",0.486646877,71931
8855,1975,"2.108,53",0.508381505,71931
8856,1976,"2.211,20",0.521607471,71931
8857,1977,"2.288,21",0.528598922,71931
8858,1978,"2.390,88",0.541459929,71931
8859,1979,"2.390,88",0.531454355,71931
8860,1980,"2.134,19",0.46621708,71931
8861,1981,"1.833,50",0.394126642,71931
8862,1982,"1.767,49",0.374288902,71931
8863,1983,"1.903,17",0.397365931,71931
8864,1984,"1.606,15",0.330803991,71931
8865,1985,"1.987,51",0.403889751,71931
8866,1986,"1.991,18",0.399312107,71931
8867,1987,"2.449,56",0.484879604,71931
8868,1988,"2.471,56",0.482954726,71931
8869,1989,"2.588,90",0.499381103,71931
8870,1990,"2.618,24",0.498514303,71931
8871,1991,"3.230,63",0.607080872,71931
8872,1992,"3.428,65",0.635859553,71931
8873,1993,"3.890,69",0.712340763,71931
8874,1994,"4.429,74",0.801325323,71931
8875,1995,"5.280,48",0.944842159,71931
8876,1996,"4.895,45",0.86746945,71931
8877,1997,"5.760,86",1.012043814,71931
8878,1998,"5.812,20",1.013270398,71931
8879,1999,"5.698,52",0.986643604,71931
8880,2000,"5.742,52",0.988073648,71931
8881,2001,"5.947,87",1.017645958,71931
8882,2002,"6.039,55",1.028130666,71931
8883,2003,"6.552,93",1.110491077,71931
8884,2004,"6.365,91",1.074399389,71931
8885,2005,"6.453,92",1.085202026,71931
8886,2006,"6.846,29",1.147251739,71931
8887,2007,"6.978,30",1.165689677,71931
8888,2008,"6.545,60",1.090169563,71931
8889,2009,"6.442,92",1.070009174,71931
8890,2010,"6.307,24",1.044537988,71931
8891,2011,"6.684,94",1.103998574,71931
8943,1960,"84,341",0.030598466,49170
8944,1961,"88,008",0.031267464,49170
8945,1962,"106,343",0.03698959,49170
8946,1963,"102,676",0.034955198,49170
8947,1964,"135,679",0.045193598,49170
8948,1965,"132,012",0.043006843,49170
8949,1966,"139,346",0.044317807,49170
8950,1967,"227,354",0.070448324,49170
8951,1968,"154,014",0.046514297,49170
8952,1969,"161,348",0.047659754,49170
8953,1970,"216,353",0.062794376,49170
8954,1971,"187,017",0.0537781,49170
8955,1972,"234,688",0.067240162,49170
8956,1973,"264,024",0.074867993,49170
8957,1974,"330,03",0.090553843,49170
8958,1975,"502,379",0.129447262,49170
8959,1976,"480,377",0.11277419,49170
8960,1977,"799,406",0.168149126,49170
8961,1978,"557,384",0.105384541,49170
8962,1979,"487,711",0.084687325,49170
8963,1980,"814,074",0.133680323,49170
8964,1981,"275,025",0.043991823,49170
8965,1982,"718,732",0.114602192,49170
8966,1983,"935,085",0.150828165,49170
8967,1984,"715,065",0.116969659,49170
8968,1985,"858,078",0.141400446,49170
8969,1986,"924,084",0.151919461,49170
8970,1987,"993,757",0.161878491,49170
8971,1988,"1.008,43",0.162195804,49170
8972,1989,"957,087",0.152270098,49170
8973,1990,"18,335",0.002900366,49170
8974,1991,"3,667",0.000580265,49170
8975,1992,"11,001",0.00174785,49170
8976,1993,"11,001",0.001754757,49170
8977,1994,"11,001",0.001752055,49170
8978,1995,"11,001",0.001733413,49170
8983,2000,"517,047",0.070009191,49170
8984,2001,"502,379",0.066015178,49170
8985,2002,"586,72",0.074959088,49170
8986,2003,"594,054",0.073895549,49170
8987,2004,"594,054",0.071997347,49170
8988,2005,"594,054",0.07016161,49170
8989,2006,"594,054",0.068384733,49170
8990,2007,"608,722",0.068326521,49170
8991,2008,"601,388",0.065850768,49170
8992,2009,"597,721",0.063880736,49170
8993,2010,"612,389",0.06391226,49170
8994,2011,"575,719",0.05870688,49170
9041,2006,"53.765,55",7.25427423,47349
9042,2007,"52.251,08",7.078578039,47349
9043,2008,"51.880,72",7.058387624,47349
9044,2009,"46.127,19",6.300834457,47349
9045,2010,"45.877,84",6.292016689,47349
9046,2011,"49.185,47",6.799114997,47349
9099,1960,"11,001",0.171208466,106517
9100,1961,"11,001",0.170428667,106517
9101,1962,"11,001",0.170746093,106517
9102,1963,"7,334",0.114270579,106517
9103,1964,"11,001",0.171331122,106517
9104,1965,"11,001",0.169776379,106517
9105,1966,"11,001",0.16653799,106517
9106,1967,"11,001",0.162079736,106517
9107,1968,"14,668",0.209423187,106517
9108,1969,"14,668",0.203045404,106517
9109,1970,"14,668",0.197546161,106517
9110,1971,"11,001",0.144770954,106517
9111,1972,"11,001",0.14188248,106517
9112,1973,"14,668",0.185609799,106517
9113,1974,"18,335",0.227283997,106517
9114,1975,"18,335",0.221954556,106517
9115,1976,"29,336",0.3455807,106517
9116,1977,"29,336",0.335513976,106517
9117,1978,"33,003",0.366313336,106517
9118,1979,"33,003",0.35620386,106517
9119,1980,"40,337",0.424810169,106517
9120,1981,"44,004",0.45389749,106517
9121,1982,"47,671",0.483028006,106517
9122,1983,"55,005",0.548486813,106517
9123,1984,"51,338",0.503951075,106517
9124,1985,"55,005",0.531156754,106517
9125,1986,"51,338",0.48724422,106517
9126,1987,"51,338",0.478613514,106517
9127,1988,"47,671",0.436275945,106517
9128,1989,"47,671",0.428030133,106517
9129,1990,"47,671",0.419731455,106517
9130,1991,"47,671",0.411311475,106517
9131,1992,"47,671",0.402810403,106517
9132,1993,"47,671",0.394467476,106517
9133,1994,"47,671",0.386569682,106517
9134,1995,"47,671",0.379262336,106517
9135,1996,"47,671",0.372586873,106517
9136,1997,"47,671",0.366389978,106517
9137,1998,"47,671",0.360368601,106517
9138,1999,"47,671",0.354162642,106517
9139,2000,"47,671",0.347547461,106517
9140,2001,"51,338",0.366692142,106517
9141,2002,"58,672",0.41004997,106517
9142,2003,"66,006",0.45099312,106517
9143,2004,"73,34",0.489808458,106517
9144,2005,"77,007",0.502833897,106517
9145,2006,"84,341",0.538631022,106517
9146,2007,"84,341",0.526920482,106517
9147,2008,"84,341",0.515547541,106517
9148,2009,"91,675",0.548308572,106517
9149,2010,"99,009",0.579406601,106517
9150,2011,"102,676",0.587909256,106517
9151,1960,"432,706",1.492233733,57952
9152,1961,"429,039",1.438810825,57952
9153,1962,"495,045",1.616051317,57952
9154,1963,"531,715",1.69050647,57952
9155,1964,"605,055",1.873264292,57952
9156,1965,"795,739",2.398256173,57952
9157,1966,"1.096,43",3.214054764,57952
9158,1967,"1.334,79",3.805471055,57952
9159,1968,"1.452,13",4.036671439,57952
9160,1969,"1.521,81",4.148359661,57952
9161,1970,"1.609,81",4.335986403,57952
9162,1971,"1.716,16",4.605658863,57952
9163,1972,"1.745,49",4.700800931,57952
9164,1973,"2.108,53",5.724367571,57952
9165,1974,"1.602,48",4.389102831,57952
9166,1975,"2.020,52",5.571519174,57952
9167,1976,"1.998,52",5.530414979,57952
9168,1977,"1.899,51",5.261017081,57952
9169,1978,"2.394,55",6.624608881,57952
9170,1979,"2.295,54",6.338877276,57952
9171,1980,"2.372,55",6.539965323,57952
9172,1981,"2.031,52",5.591708436,57952
9173,1982,"1.873,84",5.148002846,57952
9174,1983,"1.375,13",3.764969527,57952
9175,1984,"1.554,81",4.229492589,57952
9176,1985,"1.598,81",4.30402537,57952
9177,1986,"1.760,16",4.669193815,57952
9178,1987,"1.760,16",4.584752915,57952
9179,1988,"1.877,50",4.791372231,57952
9180,1989,"1.855,50",4.637213127,57952
9181,1990,"1.811,50",4.436944616,57952
9182,1991,"2.101,19",5.050114404,57952
9183,1992,"2.112,19",4.986618568,57952
9184,1993,"2.156,20",5.003924335,57952
9185,1994,"2.163,53",4.936410514,57952
9186,1995,"2.181,87",4.893939394,57952
9187,1996,"2.130,53",4.696380273,57952
9188,1997,"2.141,53",4.639670342,57952
9189,1998,"2.163,53",4.612008322,57952
9190,1999,"2.152,53",4.525570971,57952
9191,2000,"2.126,86",4.424036559,57952
9192,2001,"2.273,54",4.695359451,57952
9193,2002,"2.258,87",4.645294496,57952
9194,2003,"2.247,87",4.609684173,57952
9195,2004,"2.299,21",4.69886085,57952
9196,2005,"2.387,22",4.852076935,57952
9197,2006,"2.449,56",4.939088986,57952
9198,2007,"2.453,22",4.897112104,57952
9199,2008,"2.453,22",4.84197988,57952
9200,2009,"2.475,23",4.829500002,57952
9201,2010,"2.394,55",4.621427372,57952
9202,2011,"1.910,51",3.649913361,57952
9235,1992,"44.183,68",8.328661591,60844
9236,1993,"42.881,90",8.05247737,60844
9237,1994,"40.421,34",7.560575842,60844
9238,1995,"42.115,50",7.854439175,60844
9239,1996,"41.312,42",7.688376418,60844
9240,1997,"41.048,40",7.625149374,60844
9241,1998,"40.480,01",7.509487589,60844
9242,1999,"39.240,57",7.272131497,60844
9243,2000,"35.885,26",6.659329488,60844
9244,2001,"39.357,91",7.317137791,60844
9245,2002,"39.251,57",7.300020532,60844
9246,2003,"39.493,59",7.349868072,60844
9247,2004,"38.749,19",7.212801455,60844
9248,2005,"39.357,91",7.325390806,60844
9249,2006,"39.104,89",7.277962961,60844
9250,2007,"36.780,01",6.843273815,60844
9251,2008,"37.711,43",7.010558568,60844
9252,2009,"34.037,09",6.319073237,60844
9253,2010,"36.240,96",6.721959562,60844
9254,2011,"34.374,46",6.367545917,60844
9287,1992,"12.478,80",6.250344854,57286
9288,1993,"13.164,53",6.609542582,57286
9289,1994,"13.340,55",6.705668873,57286
9290,1995,"14.403,98",7.238644496,57286
9291,1996,"14.954,03",7.519770415,57286
9292,1997,"15.859,78",7.985964946,57286
9293,1998,"15.192,38",7.666612166,57286
9294,1999,"15.276,72",7.703668853,57286
9295,2000,"14.396,64",7.23840366,57286
9296,2001,"15.163,05",7.611741112,57286
9297,2002,"15.419,74",7.731011817,57286
9298,2003,"15.511,41",7.772287175,57286
9299,2004,"15.746,10",7.884828934,57286
9300,2005,"15.867,11",7.931674693,57286
9301,2006,"16.244,81",8.094608116,57286
9302,2007,"16.244,81",8.049468764,57286
9303,2008,"17.245,90",8.532016271,57286
9304,2009,"15.394,07",7.547335376,57286
9305,2010,"15.427,07",7.530604813,57286
9306,2011,"15.405,07",7.504259702,57286
9307,1960,"49.222,14",6.576406584,47389
9308,1961,"48.851,77",6.49624827,47389
9309,1962,"51.327,00",6.787859772,47389
9310,1963,"55.371,70",7.281603319,47389
9311,1964,"60.432,16",7.887921639,47389
9312,1965,"62.628,69",8.097993717,47389
9313,1966,"72.591,93",9.29736416,47389
9314,1967,"69.001,94",8.770023403,47389
9315,1968,"77.685,40",9.818341076,47389
9316,1969,"86.467,86",10.851792002,47389
9317,1970,"92.379,06",11.485931829,47389
9318,1971,"84.590,36",10.445402227,47389
9319,1972,"84.781,04",10.438058185,47389
9320,1973,"87.366,28",10.737822615,47389
9321,1974,"79.889,26",9.790404726,47389
9322,1975,"80.824,35",9.865727011,47389
9323,1976,"88.308,69",10.740163259,47389
9324,1977,"85.804,13",10.398559905,47389
9325,1978,"79.533,56",9.610611026,47389
9326,1979,"84.927,72",10.240055136,47389
9327,1980,"71.759,52",8.634769908,47389
9328,1981,"69.430,98",8.344564986,47389
9329,1982,"62.291,33",7.482205547,47389
9330,1983,"58.297,97",6.999367874,47389
9331,1984,"57.333,55",6.877325362,47389
9332,1985,"62.394,01",7.471990516,47389
9333,1986,"62.038,31",7.412135421,47389
9334,1987,"59.717,10",7.111037004,47389
9335,1988,"57.443,56",6.808940899,47389
9336,1989,"55.533,05",6.53871228,47389
9337,1990,"51.946,72",6.069368319,47389
9338,1991,"51.525,02",5.979200975,47389
9339,1992,"51.026,31",5.886699422,47389
9340,1993,"51.756,04",5.936305085,47389
9341,1994,"54.894,99",6.251746293,47389
9342,1995,"55.155,35",6.248524772,47389
9343,1996,"55.910,75",6.324031405,47389
9344,1997,"52.148,41",5.89509852,47389
9345,1998,"52.977,15",5.985459792,47389
9346,1999,"51.106,98",5.769666514,47389
9347,2000,"49.350,49",5.562430083,47389
9348,2001,"51.125,31",5.747026066,47389
9349,2002,"57.425,22",6.434228598,47389
9350,2003,"54.781,31",6.115194532,47389
9351,2004,"54.520,96",6.062241404,47389
9352,2005,"51.561,69",5.710313512,47389
9353,2006,"49.570,51",5.459003216,47389
9354,2007,"48.059,70",5.253521937,47389
9355,2008,"49.104,80",5.326109585,47389
9356,2009,"43.743,64",4.704368708,47389
9357,2010,"52.573,78",5.606000495,47389
9358,2011,"52.144,74",5.518421481,47389
9359,1960,"33,003",0.094501379,63134
9360,1961,"3,667",0.010256711,63134
9363,1964,"11,001",0.028755146,63134
9364,1965,"80,674",0.205980202,63134
9365,1966,"201,685",0.50258538,63134
9366,1967,"227,354",0.552530147,63134
9367,1968,"278,692",0.659991569,63134
9368,1969,"304,361",0.701763164,63134
9369,1970,"366,7",0.822484995,63134
9370,1971,"399,703",0.871349874,63134
9371,1972,"381,368",0.807406576,63134
9372,1973,"370,367",0.761044763,63134
9373,1974,"311,695",0.621406471,63134
9374,1975,"337,364",0.652415394,63134
9375,1976,"333,697",0.625763224,63134
9376,1977,"341,031",0.619904205,63134
9377,1978,"440,04",0.775318909,63134
9378,1979,"447,374",0.764304202,63134
9379,1980,"465,709",0.771842625,63134
9380,1981,"436,373",0.702338914,63134
9381,1982,"436,373",0.682544151,63134
9382,1983,"271,358",0.412087545,63134
9383,1984,"333,697",0.49054837,63134
9384,1985,"440,04",0.623734925,63134
9385,1986,"458,375",0.623817689,63134
9386,1987,"436,373",0.568625662,63134
9387,1988,"436,373",0.544547326,63134
9388,1989,"436,373",0.523362681,63134
9389,1990,"425,372",0.49305459,63134
9390,1991,"326,363",0.367837403,63134
9391,1992,"264,024",0.290792304,63134
9392,1993,"132,012",0.142527078,63134
9393,1994,"484,044",0.512637375,63134
9394,1995,"454,708",0.471968845,63134
9395,1996,"341,031",0.346398092,63134
9396,1997,"1.202,78",1.194699829,63134
9397,1998,"1.213,78",1.179920365,63134
9398,1999,"1.239,45",1.182507101,63134
9399,2000,"1.188,11",1.116942038,63134
9400,2001,"1.144,10",1.064515499,63134
9401,2002,"1.125,77",1.040264463,63134
9402,2003,"1.041,43",0.957239724,63134
9403,2004,"1.030,43",0.941222626,63134
9404,2005,"1.019,43",0.922856455,63134
9405,2006,"1.015,76",0.908384338,63134
9406,2007,"1.063,43",0.937064096,63134
9407,2008,"1.096,43",0.950321127,63134
9408,2009,"1.045,10",0.890557455,63134
9409,2010,"1.037,76",0.869767204,63134
9410,2011,"1.048,76",0.864988313,63134
9466,1963,"7,334",0.162342837,59605
9467,1964,"7,334",0.158326497,59605
9468,1965,"7,334",0.1544,59605
9469,1966,"7,334",0.150598575,59605
9470,1967,"7,334",0.146941556,59605
9471,1968,"7,334",0.143427074,59605
9472,1969,"7,334",0.140055381,59605
9473,1970,"29,336",0.547313433,59605
9474,1971,"33,003",0.601860126,59605
9475,1972,"44,004",0.784832703,59605
9476,1973,"47,671",0.832186998,59605
9477,1974,"55,005",0.940803202,59605
9478,1975,"58,672",0.98442953,59605
9479,1976,"80,674",1.328973379,59605
9480,1977,"84,341",1.366023129,59605
9481,1978,"77,007",1.228044716,59605
9482,1979,"121,011",1.902868195,59605
9483,1980,"95,342",1.480465839,59605
9484,1981,"99,009",1.520221717,59605
9485,1982,"84,341",1.282167832,59605
9486,1983,"99,009",1.491840825,59605
9487,1984,"99,009",1.479910914,59605
9488,1985,"150,347",2.230667656,59605
9489,1986,"165,015",2.431088587,59605
9490,1987,"201,685",2.950681765,59605
9491,1988,"198,018",2.87616198,59605
9492,1989,"234,688",3.382256298,59605
9493,1990,"113,677",1.623957143,59605
9494,1991,"143,013",2.021242315,59605
9495,1992,"165,015",2.3028455,59605
9496,1993,"161,348",2.219031508,59605
9497,1994,"187,017",2.529820764,59605
9498,1995,"187,017",2.483493573,59605
9499,1996,"194,351",2.54329534,59605
9500,1997,"407,037",5.264385209,59605
9501,1998,"432,706",5.487989245,59605
9502,1999,"506,046",6.293321726,59605
9503,2000,"557,384",6.87017293,59605
9504,2001,"634,391",7.812504618,59605
9505,2002,"539,049",6.440250896,59605
9506,2003,"550,05",6.643115942,59605
9507,2004,"737,067",8.934145455,59605
9508,2005,"689,396",8.315995175,59605
9509,2006,"733,4",8.669030733,59605
9510,2007,"641,725",7.546775958,59605
9511,2008,"693,063",7.970272322,59605
9512,2009,"740,734",8.485119934,59605
9513,2010,"689,396",7.679581152,59605
9514,2011,"597,721",6.835706362,59605
9515,1960,"3.223,29",0.701817876,80004
9516,1961,"3.065,61",0.646399567,80004
9517,1962,"3.204,96",0.654416563,80004
9518,1963,"3.612,00",0.714139971,80004
9519,1964,"4.367,40",0.835932809,80004
9520,1965,"3.678,00",0.681321623,80004
9521,1966,"4.917,45",0.881376155,80004
9522,1967,"4.609,42",0.79920877,80004
9523,1968,"5.962,54",0.999881608,80004
9524,1969,"7.242,33",1.174380361,80004
9525,1970,"6.659,27",1.043969071,80004
9526,1971,"8.885,14",1.346362817,80004
9527,1972,"7.766,71",1.137351483,80004
9528,1973,"7.895,05",1.117254659,80004
9529,1974,"9.666,21",1.322022489,80004
9530,1975,"11.184,35",1.478629032,80004
9531,1976,"13.758,58",1.758822695,80004
9532,1977,"14.664,33",1.813064375,80004
9533,1978,"15.221,72",1.82005109,80004
9534,1979,"22.548,38",2.60617582,80004
9535,1980,"20.802,89",2.322747728,80004
9536,1981,"26.637,09",2.871222687,80004
9537,1982,"24.488,23",2.547270265,80004
9538,1983,"27.960,88",2.807081998,80004
9539,1984,"33.091,01",3.208518556,80004
9540,1985,"29.651,36",2.779664478,80004
9541,1986,"31.352,85",2.844900849,80004
9542,1987,"36.226,29",3.184792891,80004
9543,1988,"36.945,03",3.149560234,80004
9544,1989,"34.565,14",2.859290244,80004
9545,1990,"37.451,07",3.007746352,80004
9546,1991,"43.193,59",3.369871672,80004
9547,1992,"44.436,71",3.369943563,80004
9548,1993,"47.117,28",3.474817624,80004
9549,1994,"48.532,75",3.481289575,80004
9550,1995,"43.996,67",3.069828541,80004
9551,1996,"44.249,69",3.00278647,80004
9552,1997,"40.967,72",2.703790044,80004
9553,1998,"50.281,90",3.229658913,80004
9554,1999,"52.379,43",3.279365006,80004
9555,2000,"51.048,31",3.121447409,80004
9556,2001,"48.785,77",2.92228095,80004
9557,2002,"39.068,22",2.298465641,80004
9558,2003,"54.286,27",3.137147741,80004
9559,2004,"51.110,65",2.892196561,80004
9560,2005,"50.633,94",2.792388308,80004
9561,2006,"53.589,54",2.861435589,80004
9562,2007,"66.468,04",3.421673064,80004
9563,2008,"67.542,47",3.360814123,80004
9564,2009,"61.953,97",3.012318451,80004
9565,2010,"61.576,26",2.971741072,80004
9566,2011,"57.670,91",2.736990943,80004
9602,1995,"11,001",0.717425329,112838
9603,1996,"11,001",0.688983529,112838
9604,1997,"11,001",0.665638047,112838
9605,1998,"14,668",0.857076078,112838
9606,1999,"14,668",0.821000784,112838
9607,2000,"14,668",0.777071413,112838
9608,2001,"14,668",0.726642227,112838
9609,2002,"99,009",4.554231831,112838
9610,2003,"102,676",4.385614215,112838
9611,2004,"102,676",4.102937063,112838
9612,2005,"121,011",4.575085066,112838
9613,2006,"143,013",5.173757326,112838
9614,2007,"165,015",5.762099309,112838
9615,2008,"179,683",6.094874665,112838
9616,2009,"179,683",5.940523027,112838
9617,2010,"190,684",6.152486045,112838
9618,2011,"190,684",6.010149084,112838
9619,1960,"55,005",0.018319148,39688
9620,1961,"51,338",0.016769326,39688
9621,1962,"84,341",0.027011966,39688
9622,1963,"91,675",0.028785393,39688
9623,1964,"99,009",0.030484962,39688
9624,1965,"106,343",0.032118858,39688
9625,1966,"84,341",0.025000571,39688
9626,1967,"117,344",0.034149083,39688
9627,1968,"124,678",0.035614369,39688
9628,1969,"161,348",0.045198329,39688
9629,1970,"124,678",0.034206048,39688
9630,1971,"150,347",0.040335817,39688
9631,1972,"121,011",0.031708993,39688
9632,1973,"161,348",0.041278891,39688
9633,1974,"150,347",0.037581949,39688
9634,1975,"183,35",0.044841371,39688
9635,1976,"183,35",0.043936478,39688
9636,1977,"198,018",0.046540236,39688
9637,1978,"194,351",0.044818627,39688
9638,1979,"201,685",0.045615147,39688
9639,1980,"209,019",0.046316972,39688
9640,1981,"209,019",0.045330868,39688
9641,1982,"205,352",0.043543007,39688
9642,1983,"205,352",0.042515458,39688
9643,1984,"216,353",0.043662797,39688
9644,1985,"179,683",0.03528281,39688
9645,1986,"187,017",0.035661969,39688
9646,1987,"198,018",0.036607124,39688
9647,1988,"66,006",0.011817325,39688
9648,1989,"102,676",0.017797043,39688
9649,1990,"146,68",0.024618909,39688
9650,1991,"69,673",0.011326709,39688
9651,1992,"88,008",0.013859148,39688
9652,1993,"99,009",0.015100597,39688
9653,1994,"102,676",0.015159372,39688
9654,1995,"102,676",0.014664577,39688
9655,1996,"106,343",0.014684167,39688
9656,1997,"113,677",0.015168779,39688
9657,1998,"113,677",0.014648802,39688
9658,1999,"121,011",0.015046042,39688
9659,2000,"176,016",0.021096635,39688
9660,2001,"172,349",0.019893465,39688
9661,2002,"168,682",0.018738068,39688
9662,2003,"381,368",0.040772689,39688
9663,2004,"377,701",0.038896151,39688
9664,2005,"399,703",0.039700606,39688
9665,2006,"407,037",0.039049501,39688
9666,2007,"462,042",0.042863011,39688
9667,2008,"509,713",0.045756274,39688
9668,2009,"491,378",0.042689415,39688
9669,2010,"517,047",0.043462549,39688
9670,2011,"539,049",0.043830424,39688
9671,1960,"66,006",0.04176239,40001
9672,1961,"91,675",0.057385536,40001
9673,1962,"88,008",0.054569873,40001
9674,1963,"106,343",0.065170616,40001
